,Month,Billed Cost,Occupancy Pct,Energy Demand,Billed Usage,Property Area
79,February,10523,0.68,408,82228,71116
80,March,9477,0.85,392,72503,71116
81,April,8258,0.85,383,60554,71116
82,May,8275,0.85,274,67215,71116
83,June,6573,0.96,213,52516,71116
65,December,21597,0.92,350,203240,279516
66,January,26283,0.92,495,244840,279516
67,February,21417,0.92,311,205640,279516
68,March,19897,0.92,306,187640,279516
69,April,21376,0.92,305,220400,279516
70,May,18831,0.92,297,185240,279516
71,June,19323,0.93,284,190040,279516
72,July,21815,0.93,289,215600,279516
73,August,20546,0.93,296,206840,279516
74,September,19884,0.93,293,196040,279516
75,October,19292,0.93,293,190800,279516
76,November,21128,0.93,297,216160,279516
77,December,21923,0.98,403,200120,279516
78,January,22279,0.98,376,211200,279516
79,February,23026,0.98,486,202840,279516
80,March,18935,0.98,296,187600,279516
81,April,20661,0.98,294,213200,279516
82,May,20686,0.98,293,209640,279516
83,June,20540,0.98,296,207640,279516
84,July,21413,0.98,290,220840,279516
85,August,20620,0.98,289,209600,279516
86,September,21382,0.98,298,218040,279516
87,October,19187,0.98,289,193240,279516
6,January,17602,0.92,535,213600,112043
7,February,16991,0.91,541,214500,112043
8,March,15595,0.91,540,190200,112043
9,April,14834,0.91,479,165300,112043
10,May,12509,0.92,402,142500,112043
11,June,14156,0.92,525,154200,112043
12,July,16285,0.92,591,176400,112043
13,August,13830,0.92,565,152400,112043
14,September,15094,0.9,536,172800,112043
15,October,14152,0.77,504,159000,112043
16,November,15315,0.67,492,160200,112043
17,December,16692,0.69,545,187200,112043
18,January,18811,0.69,538,223200,112043
19,February,16576,0.67,531,207300,112043
20,March,16428,0.67,524,184800,112043
21,April,14425,0.67,508,148500,112043
22,May,11624,0.69,438,131100,112043
23,June,14592,0.69,496,148800,112043
24,July,14179,0.77,507,135900,112043
25,August,13024,0.77,447,140400,112043
26,September,13227,0.84,489,126000,112043
27,October,13356,0.84,353,129900,112043
28,November,14354,0.84,469,139200,112043
29,December,14553,0.84,457,150000,112043
42,January,16790,0.97,494,184500,112043
43,February,15944,0.97,447,197550,112043
44,March,13166,0.97,435,140359,112043
45,April,12805,0.98,412,135206,112043
46,May,11439,0.98,374,121744,112043
47,June,14331,0.98,425,145475,112043
48,July,12733,0.97,432,143392,112043
49,August,13904,1.0,450,157586,112043
50,September,11940,1.0,443,134976,112043
51,October,10787,1.0,370,123525,112043
52,November,11959,1.0,413,134528,112043
53,December,15522,1.0,472,179701,112043
54,January,16726,0.98,473,202427,112043
55,February,14067,0.98,457,169684,112043
56,March,14096,0.96,476,159502,112043
57,April,13008,0.96,429,136665,112043
58,May,12017,0.96,373,131484,112043
59,June,12870,0.96,406,132207,112043
60,July,13716,0.96,407,141511,112043
61,August,13819,0.83,420,132315,112043
62,September,13157,0.83,429,122772,112043
63,October,12235,0.79,435,119454,112043
64,November,14196,0.79,422,146531,112043
65,December,14398,0.79,428,157248,112043
66,January,18755,0.8,463,237302,112043
67,February,14580,0.8,440,161813,112043
68,March,14413,0.8,428,156258,112043
69,April,12670,0.8,416,129329,112043
70,May,12028,0.8,383,117819,112043
71,June,13599,0.8,427,126083,112043
72,July,11722,0.8,498,136755,112043
73,August,13751,0.8,486,122830,112043
74,September,14529,0.8,515,127004,112043
75,October,11756,0.8,394,113685,112043
76,November,13936,0.72,415,141422,112043
77,December,15419,0.72,438,168685,112043
78,January,16763,0.79,490,199495,112043
79,February,16162,0.79,464,179887,112043
80,March,15324,0.79,462,156290,112043
81,April,13760,0.79,427,130991,112043
82,May,12224,0.79,425,115462,112043
83,June,9990,0.84,435,121843,112043
6,January,18853,0.52,659,281228,227841
7,February,16667,0.52,576,243930,227841
8,March,16024,0.61,567,224367,227841
9,April,17300,0.61,571,234612,227841
10,May,16828,0.61,608,204635,227841
11,June,19488,0.63,824,246391,227841
12,July,19633,0.63,896,255933,227841
13,August,19546,0.69,814,277692,227841
14,September,20537,0.69,860,294213,227841
15,October,16957,0.69,702,234585,227841
16,November,17444,0.7,623,247231,227841
17,December,20596,0.81,749,301886,227841
18,January,21724,0.96,801,288139,227841
19,February,26475,0.96,814,344719,227841
20,March,25999,0.96,765,274491,227841
21,April,23527,0.89,659,267423,227841
22,May,23016,0.91,772,266859,227841
23,June,27568,0.76,1015,309134,227841
24,July,25484,0.75,918,292387,227841
25,August,26030,0.76,866,317950,227841
26,September,23500,0.76,828,305195,227841
27,October,21234,0.76,774,256517,227841
28,November,23304,0.88,724,293506,227841
29,December,20645,0.88,639,256595,227841
30,January,25714,0.87,720,315696,227841
31,February,20502,0.87,670,277425,227841
32,March,19435,0.87,709,275072,227841
33,April,17209,0.75,693,221841,227841
34,May,16589,0.75,702,223106,227841
35,June,17754,0.75,835,253220,227841
36,July,17975,0.75,740,253554,227841
37,August,19620,0.75,752,296209,227841
38,September,18860,0.75,833,261721,227841
39,October,16635,0.98,722,237794,227841
40,November,16089,0.98,547,234902,227841
41,December,16080,0.98,635,270369,227841
42,January,16780,0.99,693,288597,227841
43,February,17278,0.99,661,289659,227841
44,March,15219,0.99,612,240935,227841
45,April,14486,0.99,626,254036,227841
46,May,15547,0.99,814,265033,227841
47,June,15980,0.99,772,267786,227841
48,July,17057,0.96,830,290649,227841
49,August,19993,0.96,781,301518,227841
50,September,18210,0.99,799,270555,227841
51,October,17681,0.99,770,249643,227841
52,November,17379,0.99,724,240454,227841
53,December,18030,0.99,720,271873,227841
54,January,19779,0.85,725,280080,227841
55,February,20150,0.85,614,253657,227841
56,March,16726,0.85,553,210604,227841
57,April,16183,0.85,596,236621,227841
58,May,17344,0.85,673,233809,227841
59,June,18631,0.85,752,252131,227841
60,July,19403,0.97,846,255623,227841
61,August,20924,0.97,900,292925,227841
62,September,20060,0.85,913,278226,227841
63,October,19117,0.85,878,261434,227841
64,November,18039,0.85,765,249122,227841
65,December,18375,0.87,653,258538,227841
66,January,22764,0.93,740,336644,227841
67,February,19359,0.95,769,298284,227841
68,March,16360,0.89,769,222300,227841
69,April,16864,0.89,769,234946,227841
70,May,16370,0.89,769,232394,227841
71,June,18803,0.9,846,273456,227841
72,July,19210,0.9,884,278510,227841
73,August,19447,0.9,901,284681,227841
74,September,19524,0.9,858,281111,227841
75,October,17232,0.89,789,246060,227841
76,November,17496,0.89,721,261472,227841
77,December,16787,0.88,721,277892,227841
78,January,18402,0.76,721,285153,227841
79,February,18676,0.76,721,292183,227841
80,March,17059,0.76,721,250980,227841
81,April,15998,0.76,721,224115,227841
82,May,15285,0.77,721,206081,227841
83,June,16921,0.77,825,234440,227841
84,July,17184,0.78,829,240276,227841
85,August,18101,0.76,842,261831,227841
86,September,18901,0.69,841,271728,227841
87,October,17574,0.69,861,235535,227841
6,January,112888,0.72,725,1438221,1559966
7,February,116695,0.72,1667,1418752,1559966
8,March,102896,0.6,476,1289733,1559966
9,April,73188,0.57,137,909323,1559966
10,May,85006,0.57,1374,1001313,1559966
11,June,67208,0.51,498,766009,1559966
12,July,78717,0.51,439,945621,1559966
13,August,66351,0.51,422,793440,1559966
14,September,67097,0.51,465,755629,1559966
15,October,65288,0.52,543,724201,1559966
16,November,83198,0.52,737,1004070,1559966
17,December,128292,0.63,990,1665394,1559966
23,June,64607,0.73,387,719419,1559966
24,July,65255,0.73,744,719338,1559966
25,August,69636,0.63,455,780647,1559966
26,September,26111,0.66,377,705007,1559966
27,October,57501,0.66,528,633457,1559966
28,November,99805,0.66,757,1179961,1559966
29,December,116289,0.66,771,1439791,1559966
31,February,175568,0.66,853,2066724,1559966
32,March,105774,0.67,686,1110719,1559966
33,April,67013,0.67,331,719303,1559966
34,May,58889,0.67,456,610662,1559966
35,June,69698,0.7,571,741708,1559966
36,July,69360,0.7,682,725942,1559966
37,August,70140,0.7,536,750883,1559966
38,September,67331,0.7,412,691770,1559966
39,October,62549,0.7,1934,644341,1559966
40,November,79952,0.7,592,857895,1559966
41,December,116683,0.7,1322,1174015,1559966
42,January,165523,0.69,1113,1803981,1559966
43,February,143893,0.69,884,1486880,1559966
44,March,89220,0.69,655,931822,1559966
45,April,75739,0.69,498,791026,1559966
46,May,61914,0.71,505,654452,1559966
47,June,71328,0.71,462,699611,1559966
48,July,83283,0.71,448,861502,1559966
49,August,84309,0.81,413,864614,1559966
50,September,80361,0.88,481,811255,1559966
51,October,69172,0.88,704,674121,1559966
52,November,91281,0.88,632,906994,1559966
53,December,158032,0.88,960,1715347,1559966
54,January,160540,0.88,957,1721254,1559966
55,February,132370,0.88,724,1411321,1559966
56,March,107380,0.94,692,1072555,1559966
57,April,74963,0.94,415,736823,1559966
58,May,68268,0.94,375,704379,1559966
59,June,75814,0.94,430,768573,1559966
60,July,79494,0.94,419,823542,1559966
61,August,72484,0.94,476,715950,1559966
62,September,73474,0.93,441,733069,1559966
63,October,62123,0.93,410,609742,1559966
64,November,99866,0.93,673,1006016,1559966
65,December,144401,0.95,1159,1508624,1559966
66,January,205976,0.95,1362,2297182,1559966
67,February,147432,0.95,1095,1566679,1559966
68,March,109446,0.95,3251,1158478,1559966
69,April,108171,0.95,859,1147641,1559966
70,May,74107,0.95,947,765429,1559966
71,June,86026,0.97,748,858201,1559966
72,July,89199,0.97,764,917571,1559966
73,August,84335,0.95,743,864868,1559966
74,September,91486,0.95,678,965108,1559966
75,October,71589,0.95,744,722472,1559966
76,November,112465,0.95,1091,1190996,1559966
77,December,130776,0.95,1105,1411152,1559966
78,January,169279,0.95,1237,1802812,1559966
79,February,171756,0.95,1628,1677378,1559966
80,March,129344,0.95,1215,1263940,1559966
81,April,90463,0.98,1081,883080,1559966
82,May,79106,0.98,855,774520,1559966
83,June,66704,0.98,719,641915,1559966
84,July,100242,0.98,715,1054080,1559966
85,August,81344,0.98,718,769993,1559966
6,January,21937,0.92,478,189700,62238
7,February,18258,0.98,444,156800,62238
8,March,19416,0.98,496,170200,62238
9,April,17148,0.98,340,153100,62238
10,May,19068,0.98,360,163246,62238
11,June,20080,0.98,388,171662,62238
12,July,19587,0.98,408,166594,62238
13,August,19752,0.98,386,175740,62238
14,September,18869,0.98,337,161963,62238
15,October,17739,0.98,449,148306,62238
16,November,19195,0.98,498,160296,62238
17,December,22640,0.98,429,193331,62238
18,January,19731,0.98,372,183053,62238
19,February,18542,0.98,491,165535,62238
20,March,17743,0.98,472,154816,62238
21,April,17933,0.98,390,160880,62238
22,May,18514,0.98,339,166954,62238
23,June,19177,0.98,352,173776,62238
24,July,17474,0.98,337,159497,62238
25,August,17662,0.98,336,160788,62238
26,September,17157,0.98,305,154291,62238
27,October,17853,0.98,425,156401,62238
28,November,18441,0.98,457,161083,62238
29,December,20734,0.92,444,179341,62238
42,January,17506,1.0,454,158103,62238
43,February,17471,1.0,439,155528,62238
44,March,18322,1.0,400,166745,62238
45,April,15549,1.0,353,138369,62238
46,May,17251,1.0,347,152849,62238
47,June,14799,1.0,299,129580,62238
48,July,14821,1.0,297,130057,62238
49,August,16858,0.95,289,152629,62238
50,September,14297,1.0,283,126807,62238
51,October,14412,1.0,321,124248,62238
52,November,17210,1.0,431,145985,62238
53,December,18561,1.0,478,159921,62238
54,January,16191,1.0,441,141878,62238
55,February,15942,1.0,426,140273,62238
56,March,15610,1.0,423,137547,62238
57,April,13848,1.0,299,127719,62238
58,May,15330,1.0,276,142820,62238
59,June,12949,1.0,262,118207,62238
60,July,12645,1.0,288,114317,62238
61,August,14545,1.0,315,132934,62238
62,September,12655,1.0,268,112801,62238
64,November,15317,1.0,404,134932,62238
65,December,16696,1.0,460,146593,62238
66,January,14105,0.48,454,135890,62238
67,February,11243,0.48,449,105939,62238
68,March,10454,0.48,336,102191,62238
69,April,9115,0.48,264,92501,62238
70,May,10260,0.48,192,106319,62238
71,June,10160,0.48,246,102892,62238
72,July,11128,0.48,270,110083,62238
73,August,10114,0.48,249,100022,62238
74,September,10168,0.48,283,99749,62238
75,October,10576,0.48,380,99175,62238
76,November,12202,0.48,444,113228,62238
77,December,10287,0.48,316,98066,62238
78,January,12930,0.48,455,121998,62238
79,February,10158,0.48,250,101283,62238
80,March,10007,0.48,295,96087,62238
81,April,11586,0.48,320,113229,62238
82,May,11246,0.48,254,114464,62238
83,June,11625,0.48,268,119747,62238
45,April,3271,1.0,179,26185,159300
46,May,2372,1.0,190,13697,159300
47,June,2432,0.0,179,14962,159300
48,July,3295,0.0,236,21031,159300
49,August,3237,0.0,236,20406,159300
50,September,3673,0.0,248,24428,159300
51,October,3136,0.0,207,20970,159300
52,November,6698,0.0,864,22761,159300
53,December,7663,0.0,363,63094,159300
66,January,10760,0.0,374,89782,159300
67,February,9980,0.0,363,83686,159300
68,March,8045,0.0,305,68065,159300
69,April,8352,0.0,305,69758,159300
70,May,3084,0.0,219,18606,159300
71,June,2364,0.0,118,16971,159300
72,July,2598,0.0,121,19291,159300
73,August,2483,0.0,109,18807,159300
74,September,2686,0.0,109,20957,159300
75,October,2095,0.0,95,15521,159300
76,November,1456,0.0,29,13338,159300
77,December,9249,1.0,340,79355,159300
78,January,11131,1.0,294,95818,159300
79,February,10064,1.0,222,90455,159300
80,March,8471,1.0,230,72001,159300
81,April,6233,1.0,104,58579,159300
82,May,8354,1.0,210,72516,159300
83,June,16625,1.0,314,154982,159300
6,January,3482,0.82,162,82416,95937
7,February,10452,0.82,163,94736,95937
8,March,10069,0.82,161,89728,95937
9,April,9318,0.82,169,79792,95937
10,May,6597,0.82,111,59280,95937
11,June,7044,1.0,139,59600,95937
12,July,7299,1.0,140,63968,95937
13,August,6036,1.0,125,54976,95937
14,September,6282,1.0,121,59216,95937
15,October,5377,1.0,101,51856,95937
16,November,6876,1.0,127,65216,95937
17,December,8135,1.0,139,76128,95937
23,June,6143,1.0,115,55344,95937
24,July,6484,1.0,137,59536,95937
25,August,6390,1.0,147,57552,95937
26,September,5756,1.0,122,54624,95937
27,October,5240,1.0,107,51152,95937
28,November,6834,1.0,148,62896,95937
29,December,8830,1.0,149,85840,95937
30,January,14439,1.0,169,89136,95937
31,February,16504,1.0,169,102128,95937
32,March,14490,1.0,170,89152,95937
33,April,3052,1.0,155,72336,95937
34,May,8986,1.0,138,54016,95937
35,June,9167,1.0,117,57488,95937
36,July,9620,1.0,126,59360,95937
37,August,9931,1.0,146,58240,95937
38,September,10757,1.0,124,66224,95937
39,October,8870,1.0,138,51616,95937
40,November,10356,1.0,107,65120,95937
41,December,11291,1.0,124,69552,95937
42,January,15432,1.0,153,90592,95937
43,February,14378,1.0,151,82304,95937
44,March,12298,1.0,139,70256,95937
45,April,12426,1.0,145,70464,95937
46,May,11154,1.0,123,64656,95937
47,June,9942,1.0,115,57472,95937
48,July,11324,1.0,136,64848,95937
49,August,9974,1.0,118,58672,95937
50,September,9917,1.0,111,59184,95937
51,October,8812,1.0,118,50624,95937
52,November,7686,1.0,117,45008,95937
53,December,14039,1.0,168,82192,95937
54,January,13222,1.0,167,94384,95937
55,February,12193,1.0,164,85328,95937
56,March,11643,0.85,162,81424,95937
57,April,10794,0.85,154,75728,95937
58,May,7578,0.89,125,52208,95937
59,June,8007,0.81,163,50520,95937
60,July,8477,0.84,141,56048,95937
61,August,7938,0.72,124,54176,95937
62,September,7183,0.72,111,49752,95937
63,October,7601,0.72,123,51680,95937
64,November,8890,0.72,146,59184,95937
65,December,12368,0.72,190,81600,95937
66,January,19326,0.88,216,129792,95937
67,February,15111,0.88,188,100880,95937
68,March,14542,0.83,204,95792,95937
69,April,10388,0.83,161,68368,95937
70,May,6759,0.83,98,46512,95937
71,June,7161,0.83,115,47728,95937
72,July,8057,0.83,106,55872,95937
73,August,7936,0.83,100,53680,95937
74,September,8058,0.83,129,53216,95937
75,October,8811,0.83,158,55184,95937
76,November,11841,0.83,144,81264,95937
77,December,10282,0.83,140,69392,95937
78,January,12366,0.89,160,84384,95937
79,February,10492,0.89,139,72032,95937
80,March,10734,0.84,141,73808,95937
81,April,8526,0.85,125,58048,95937
82,May,6835,0.88,98,47328,95937
83,June,6740,0.88,90,47104,95937
84,July,7686,0.88,108,53008,95937
85,August,7596,0.88,109,52112,95937
86,September,7463,0.88,106,51312,95937
87,October,6757,0.88,111,45408,95937
7,February,24687,0.95,549,161812,156909
8,March,26486,0.95,423,183802,156909
9,April,23709,0.95,504,156752,156909
10,May,22537,0.95,454,152488,156909
11,June,27829,0.95,508,191568,156909
12,July,33199,0.95,664,221241,156909
13,August,28869,0.95,536,194575,156909
14,September,30503,0.95,576,204891,156909
15,October,8486,0.62,499,162426,156909
16,November,36748,0.62,373,139057,156909
17,December,22897,0.62,376,156382,156909
18,January,21948,0.62,347,150621,156909
19,February,19508,0.62,354,140554,156909
20,March,21394,0.62,360,156627,156909
21,April,19742,0.62,537,130630,156909
22,May,24772,0.61,783,148598,156909
23,June,12238,0.61,737,185268,156909
24,July,45481,0.54,663,189450,156909
25,August,24199,0.54,547,160449,156909
26,September,25853,0.54,547,174668,156909
27,October,19417,0.56,369,132258,156909
28,November,18900,0.56,357,128495,156909
29,December,20109,0.58,357,139551,156909
42,January,20229,0.56,359,136750,156909
43,February,19729,0.6,354,149150,156909
44,March,21374,0.6,429,157550,156909
45,April,23109,0.59,414,175226,156909
46,May,20307,0.59,402,155551,156909
47,June,27834,0.73,563,201234,156909
48,July,32943,0.73,718,234939,156909
49,August,32748,0.54,625,240670,156909
50,September,32601,0.49,595,240751,156909
51,October,23748,0.51,486,168245,156909
52,November,22688,0.56,399,164770,156909
53,December,20856,0.56,377,150395,156909
54,January,21257,0.74,382,153661,156909
55,February,22490,0.76,457,158028,156909
56,March,22016,0.76,443,154620,156909
57,April,23396,0.77,475,164529,156909
58,May,24900,0.77,592,168266,156909
59,June,30315,0.79,643,211072,156909
60,July,33592,0.79,644,244259,156909
61,August,31165,0.79,686,211559,156909
62,September,30527,0.79,606,203189,156909
63,October,27269,0.79,653,166886,156909
64,November,24245,0.79,413,164383,156909
65,December,22375,0.88,368,153811,156909
66,January,26423,0.88,422,183935,156909
67,February,21228,0.88,450,147663,156909
68,March,20534,0.88,350,151033,156909
